Sample,BPD24,TRP24
CTL0791,0.247712509,0.254359401
CTL0792,0.048374119,0.037329336
CTL0793,0.141528978,0.121931877
CTL0794,0.030231258,0.022878454
CTL0795,0.184295407,0.117403678
CTL0796,0.063219218,0.069397143
CTL0797,0.077989493,0.071122157
CTL0798,0.052161544,0.046133927
CTL0799,0.063099148,0.056164316
CTL0800,0.330762556,0.295095416
CTL0801,0.164396682,0.18006039
CTL0802,0.087501953,0.096218339
CTL0803,0.245771874,0.229983618
CTL0804,0.726237428,0.604029532
CTL0805,0.197366396,0.224000179
CTL0806,0.562350285,0.605278456
CTL0807,0.138374002,0.097911254
CTL0808,0.009644818,0.011448246
CTL0809,0.116777252,0.066524889
CTL0810,0.020669139,0.017715527
CTL0811,0.045273695,0.043737965
CTL0812,0.014915113,0.014518304
CTL0813,0.094456489,0.098369438
CTL0814,0.006652386,0.005965028
CTL0815,0.019758775,0.017894341
CTL0817,0.156660953,0.201729979
CTL0818,0.036061755,0.030717228
CTL0819,0.342562788,0.489790976
CTL0820,0.30534725,0.296593772
CTL0821,0.046102641,0.051214801
CTL0822,0.175688598,0.251314679
CTL0823,0.032459675,0.034036224
CTL0824,0.02655093,0.029731258
CTL0825,0.010798488,0.01141962
CTL0826,0.008043942,0.012094372
CTL0827,0.012179825,0.013992806
CTL0829,0.019771781,0.019969532
CTL0830,0.01627796,0.01343214
CTL0831,0.012027866,0.012292415
CTL0832,0.018029461,0.018544689
CTL0833,0.023610607,0.01945415
CTL0834,0.042515811,0.036170485
CTL0835,0.114616879,0.107604837
CTL0836,0.052205358,0.053050435
CTL0837,0.061047018,0.035817312
CTL0838,0.043397856,0.046302723
CTL0839,0.001474606,0.002439002
CTL0840,0.000327655,0.000397083
CTL0841,0.003912758,0.005787268
CTL0842,0.002907878,0.005247182
CTL0843,0.033981287,0.047661398
CTL0844,0.237093074,0.33668161
CTL0845,0.067743745,0.0824341
CTL0846,0.036503597,0.039304431
CTL0847,0.180366939,0.133594359
CTL0848,0.39224244,0.387741242
CTL0849,0.0716421,0.052012811
CTL0850,0.166783512,0.150891238
CTL0851,0.021484934,0.020635251
CTL0852,0.00385082,0.003618576
CTL0853,0.024147947,0.041138871
CTL0854,0.015300405,0.018152799
CTL0855,0.016846798,0.016735488
CTL0856,0.01492756,0.018059349
CTL0858,0.032101588,0.033428569
CTL0859,0.042604627,0.059602663
CTL0860,0.025502986,0.024064347
CTL0861,0.003085495,0.003118386
CTL0861A,0.001332506,0.001532044
CTL0862,0.064750537,0.081068537
CTL0863,0.078021515,0.117003472
CTL0864,0.047647892,0.042564267
CTL0865,0.018209645,0.021618502
CTL0866,0.351947145,0.525324743
CTL0867,0.028911145,0.037491554
CTL0868,0.041842866,0.046451614
CTL0869,0.062207531,0.046304883
CTL0870,0.009570221,0.012703237
CTL0871,0.018756809,0.032537449
CTL0872,0.204046521,0.270892494
CTL0873,0.008076364,0.012470974
CTL0875,0.318121395,0.238183264
CTL0876,0.143418822,0.143687268
CTL0877,0.520562734,0.658360741
CTL0878,0.043040486,0.057752829
CTL0879,0.304163992,0.397688873
CTL0880,0.074671827,0.065165254
CTL0881,0.222858407,0.302447723
CTL0882,0.133132848,0.187900022
CTL0883,0.017752799,0.022234064
CTL0884,0.03609823,0.040471424
CTL0885,0.040443968,0.062881908
CTL0886,0.013100928,0.016834248
CTL0887,0.599063451,0.735092245
CTL0888,0.120948716,0.154461396
CTL0889,0.098048513,0.122407979
CTL0890,0.278931167,0.314283024
CTL0891,0.114883352,0.127362974
CTL0892,0.097915624,0.083544003
CTL0893,0.082267096,0.080290402
CTL0894,0.015721219,0.019337186
CTL0895,0.388627948,0.207798169
CTL0897,0.298666258,0.230969856
