Sample,BPD16,TRP16
CTL0794,0.033897688,0.024374759
CTL0795,0.199495218,0.121411937
CTL0796,0.088520022,0.068119712
CTL0797,0.127907284,0.075593284
CTL0798,0.053126432,0.037010275
CTL0799,0.055334979,0.051816818
CTL0800,0.277347412,0.307982049
CTL0801,0.130807574,0.128302457
CTL0802,0.085353346,0.078050863
CTL0803,0.207921863,0.178918634
CTL0804,0.488293585,0.710227497
CTL0805,0.144527853,0.186516869
CTL0806,0.587115176,0.642890149
CTL0807,0.158194373,0.086605306
CTL0808,0.05415533,0.013765966
CTL0809,0.091898296,0.043513698
CTL0810,0.018299659,0.009943289
CTL0811,0.041185348,0.032996359
CTL0812,0.018126382,0.019693352
CTL0813,0.110359622,0.067449055
CTL0814,0.004780298,0.002084776
CTL0815,0.012974864,0.007937354
CTL0817,0.13341799,0.14020048
CTL0818,0.051619874,0.0251591
CTL0819,0.453375731,0.552667308
CTL0820,0.299378762,0.238832035
CTL0821,0.046541639,0.036523025
CTL0822,0.217933906,0.219792641
CTL0823,0.032578926,0.030183885
CTL0824,0.043057211,0.026641628
CTL0825,0.014728679,0.010164053
CTL0826,0.012306818,0.012916843
CTL0827,0.015320367,0.01347524
CTL0829,0.020091961,0.014931303
CTL0830,0.015568823,0.008672136
CTL0831,0.010999475,0.007854019
CTL0832,0.016790236,0.011335913
CTL0833,0.023179552,0.011757544
CTL0834,0.043252329,0.023925227
CTL0835,0.10812506,0.074315299
CTL0836,0.041814048,0.036127237
CTL0837,0.062305331,0.026191577
CTL0838,0.139837051,0.032457999
CTL0839,0.007979872,0.002479066
CTL0840,0.001164787,0.00042928
CTL0841,0.012777507,0.005806627
CTL0842,0.01223231,0.004696736
CTL0843,0.034149004,0.028077055
CTL0844,0.200120498,0.256591618
CTL0845,0.070821109,0.068727068
CTL0846,0.033379576,0.031620278
CTL0847,0.146544754,0.076413693
CTL0848,0.179354539,0.248016867
CTL0849,0.065632279,0.040786184
CTL0850,0.13505679,0.098841985
CTL0851,0.024664311,0.018136233
CTL0852,0.004733171,0.003341443
CTL0853,0.06479609,0.048587417
CTL0854,0.032897801,0.021753553
CTL0855,0.024266032,0.017770336
CTL0856,0.019950394,0.016515428
CTL0858,0.030434966,0.025814801
CTL0859,0.052565571,0.066780118
CTL0860,0.023009674,0.018960859
CTL0861,0.002881063,0.001761746
CTL0861A,0.001166549,0.000774068
CTL0862,0.051585149,0.047210614
CTL0863,0.081027151,0.093687424
CTL0864,0.048155556,0.036334602
CTL0865,0.035460761,0.020909107
CTL0866,0.279567466,0.425751816
CTL0867,0.053312562,0.041584108
CTL0868,0.054189272,0.039127842
CTL0869,0.059293218,0.042018159
CTL0870,0.015812733,0.011033336
CTL0871,0.017674618,0.020314026
CTL0872,0.145101285,0.188025931
CTL0873,0.013648663,0.010180716
CTL0875,0.24591861,0.164128563
CTL0876,0.117055397,0.115943364
CTL0877,0.394656196,0.521674781
CTL0878,0.04722629,0.054917132
CTL0879,0.262226146,0.298591108
CTL0880,0.077144026,0.05499468
CTL0881,0.236251717,0.222955716
CTL0882,0.110083788,0.103843379
CTL0883,0.102053395,0.023866945
CTL0884,0.262122171,0.034147469
CTL0885,0.186621481,0.085013078
CTL0886,0.047219637,0.018527273
CTL0887,0.472834039,0.594245453
CTL0888,0.104550472,0.130461437
CTL0889,0.10456239,0.106484083
CTL0890,0.267777376,0.244141585
CTL0891,0.099329993,0.097436589
CTL0892,0.102625675,0.077840078
CTL0893,0.093017441,0.074177509
CTL0894,0.039192542,0.025118276
CTL0895,0.307109623,0.174547015
CTL0897,0.261606694,0.2073517
